product_id,spec_name,spec_value
P000896,hệ_điều_hành,macOS
P000896,độ_phân_giải_màn_hình,2560 x 1664 pixels
P000896,loại_cpu,Chip Apple M5 CPU 10 lõi với 4 lõi siêu xử lý và 6 lõi tiết kiệm điện
P000897,loại_ram,LPDDR5-5200 MT/s Onboard
P000897,chip_ai,Intel AI Boost (12 NPU TOPS)
P000897,cổng_giao_tiếp,"1 x USB Type-A 1 x USB Type-A 1 x HDMI-out 2.1 1 x combo tai nghe/micro 1 x Thunderbolt 4 Type-C 40Gbps (Power Delivery 3.1, DP 2.1, HP Sleep and Charge) 1 x USB Type-C 10Gbps (Power Delivery 3.1, DP 1.4a, HP Sleep and Charge)"
P000897,pin,"4-cell, 68 Wh Li-ion polymer Bộ đổi nguồn USB Type-C 65 WHỗ trợ sạc pin nhanh: khoảng 50% trong 30 phút"
P000897,loại_card_đồ_họa,Intel Arc 140T GPU
P000897,dung_lượng_ram,32GB
P000897,ổ_cứng,512 GB PCIe Gen4 NVMe M.2 SSD
P000897,kích_thước_màn_hình,14 inches
P000897,công_nghệ_màn_hình,Viền mỏng Màn hình chống chói Độ sáng 300 nits Độ phủ màu 62.5% sRGB
P000897,hệ_điều_hành,Windows 11 Home Single Language + Office
P000897,độ_phân_giải_màn_hình,1920 x 1200 pixels (WUXGA)
P000897,loại_cpu,"Intel Core Ultra 7 255H (lên đến 5,1 GHz với Công nghệ Intel Turbo Boost, bộ nhớ đệm L3 24 MB, 16 lõi, 16 luồng)"
P000898,loại_ram,DDR4 3200Mhz
P000898,cổng_giao_tiếp,2 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 1 Type-C 1 x HDMI 1 x RJ45 (LAN) 1 x Headphone/Microphone combo audio jack
P000898,pin,3 Cell Int (41.04Wh)
P000898,loại_card_đồ_họa,Intel UHD Graphics
P000898,dung_lượng_ram,16GB
P000898,số_khe_ram,2 khe (1x 16GB)
P000898,ổ_cứng,512GB SSD PCIe (M.2 2280)
P000898,kích_thước_màn_hình,15.6 inches
P000898,công_nghệ_màn_hình,Màn hình chống chói
P000898,hệ_điều_hành,Windows 11 Home Single Language 64-bit
P000898,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000898,loại_cpu,Intel CoreTM i5-1235U (10 lõi) - Max Turbo Frequency: 4.40 GHz
P000899,loại_ram,LPDDR5 5200 MHz
P000899,cổng_giao_tiếp,1 x Cổng USB 3.2 Thế hệ thứ 1 có PowerShare 1 x Cổng USB 3.2 Thế hệ thứ 2 Type-C có DisplayPort và Power Delivery 1 x Cổng Thunderbolt 4 có DisplayPort và Power Delivery 1 x Giắc cắm âm thanh đa năng 1 x Cổng HDMI 2.1 1 x Cổng bộ chuyể
P000899,pin,6-cell Li-ion 87 Wh
P000899,loại_card_đồ_họa,"NVIDIA GeForce RTX 3070 Ti, 8 GB GDDR6"
P000899,dung_lượng_ram,16GB
P000899,số_khe_ram,1 thanh RAM 16GB
P000899,ổ_cứng,SSD 1TB M.2 PCIe NVMe
P000899,kích_thước_màn_hình,15.6 inches
P000899,công_nghệ_màn_hình,Tốc độ phản hồi 2ms ComfortView Plus Advanced Optimus NVIDIA G-SYNC
P000899,hệ_điều_hành,Windows 11 Pro
P000899,độ_phân_giải_màn_hình,2560 x 1440 pixels
P000899,loại_cpu,"Intel Core i9-12900H (up to 5.0 GHz, 14 lõi / 20 luồng, 24MB Cache)"
P000900,loại_ram,DDR4 3200MHz
P000900,cổng_giao_tiếp,"1 x USB 3.2 Gen 1 Type-C (hỗ trợ DisplayPort, HP Sleep and Charge) 2 x USB 3.2 Gen 1 Type-A (một cổng hỗ trợ HP Sleep and Charge) 1 x HDMI 1 x RJ45 (LAN) 1 x Giắc cắm âm thanh kết hợp tai nghe/micrô 1 x SSD2 PCIe (M.2 2280)"
P000900,pin,3 Cell Int (52.5Wh)
P000900,loại_card_đồ_họa,"NVIDIA GeForce RTX 3050 (6GB of GDDR6 SDRAM, Bus Width: 96- bit) Intel UHD Graphics"
P000900,dung_lượng_ram,16GB
P000900,số_khe_ram,2 khe (1 x 16GB)
P000900,ổ_cứng,512GB SSD1 PCIe (M.2 2280)
P000900,kích_thước_màn_hình,15.6 inches
P000900,công_nghệ_màn_hình,Màn hình chống chói
P000900,hệ_điều_hành,Windows 11 Home Single Language 64-bit
P000900,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000900,loại_cpu,Intel Core i5-13420H (8 lõi) - Max Turbo Frequency: 4.60 GHz
P000901,loại_ram,SODIMM DDR5-4800
P000901,cổng_giao_tiếp,"2 x USB-A (USB 3.2 Gen 1, 5Gbps) 1 x USB-C (USB 3.2 Gen 1, 5Gbps, PD 45–65W, DisplayPort 1.2) 1 x HDMI 1.4 1 x Jack tai nghe/mic 3.5 mm 1 x Khe thẻ SD 1 x Cổng nguồn tròn"
P000901,pin,"50Wh, 65W Round Tip (3-pin)"
P000901,loại_card_đồ_họa,AMD Radeon 660M Graphics
P000901,dung_lượng_ram,16GB
P000901,số_khe_ram,"1 khe, tối đa 16GB DDR5-4800 offering"
P000901,ổ_cứng,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ tối đa hai ổ đĩa, 2 ổ SSD M.2, SSD M.2 2242 dung lượng lên đến 1TB)"
P000901,kích_thước_màn_hình,16 inches
P000901,công_nghệ_màn_hình,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC
P000901,hệ_điều_hành,"Windows 11 Home Single Language, English"
P000901,độ_phân_giải_màn_hình,1920 x 1200 pixels (WUXGA)
P000901,loại_cpu,"AMD Ryzen 5 7535HS (6 lõi / 12 luồng, 3.3 / 4.55GHz, 3MB L2 / 16MB L3)"
P000902,loại_ram,"LPDDR5x-8533, MoP Memory"
P000902,chip_ai,"Intel AI Boost, up to 40 TOPS"
P000902,cổng_giao_tiếp,"1 x USB-A (5Gbps) 1 x USB-A (10Gbps, Always On) 1 x USB-C (Thunderbolt 4 / USB4, 40Gbps, PD 45–65W, DisplayPort 2.1) 1 x HDMI 2.1 (tối đa 4K/60Hz) 1 x Jack tai nghe/mic 3.5 mm 1 x Ethernet (RJ-45)"
P000902,pin,"48Wh, 65W USB-C (3-pin)"
P000902,loại_card_đồ_họa,Intel Arc Graphics 130V
P000902,dung_lượng_ram,16GB
P000902,số_khe_ram,Onboard không nâng cấp
P000902,ổ_cứng,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0 (Một ổ đĩa, SSD M.2 2280 dung lượng lên đến 1TB)"
P000902,kích_thước_màn_hình,14 inches
P000902,công_nghệ_màn_hình,Độ sáng 300nits Màn hình chống chóiĐộ phủ màu 45% NTSC
P000902,hệ_điều_hành,"Windows 11 Home, English (US) / English (UK)"
P000902,độ_phân_giải_màn_hình,1920 x 1200 pixels (WUXGA)
P000902,loại_cpu,"Intel Core Ultra 5 226V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.5GHz, 8MB Intel Smart Cache"
P000903,loại_ram,DDR4 3200MHz
P000903,cổng_giao_tiếp,"1 x USB Type-C 2 x USB Standard-A 1 x HDMI 2.1 (HDCP) 1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone 1 x Ethernet (RJ-45) 1 x Giắc cắm DC cho bộ đổi nguồn AC"
P000903,pin,50 Wh
P000903,loại_card_đồ_họa,NVIDIA GeForce RTX 2050 4 GB GDDR6 VRAM
P000903,dung_lượng_ram,16GB
P000903,số_khe_ram,2 khe nâng cấp tối đa 32GB
P000903,ổ_cứng,"512GB, PCIe Gen4, 16 Gb/s, NVMe (nâng cấp tối đa 2TB SSD)"
P000903,kích_thước_màn_hình,15.6 inches
P000903,công_nghệ_màn_hình,Độ sáng 250 Nits Độ phủ màu NTSC 45% Acer ComfyView
P000903,hệ_điều_hành,Windows 11 Home
P000903,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000903,loại_cpu,"Intel Core i5-13420H (8 lõi / 12 luồng, up to 4.60 GHz, 12 MB Intel Smart Cache)"
P000904,cổng_giao_tiếp,Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 5 (USB-C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 5 (lên đến 120Gb/s) / USB 4 (lên đến 120Gb/s)
P000904,pin,Pin Li-Po 100 watt-giờ Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 17 giờ
P000904,loại_card_đồ_họa,GPU 20 lõi Neural Accelerators Công nghệ dò tia tốc độ cao bằng phần cứng Neural Engine 16 lõi Băng thông bộ nhớ 307GB/s
P000904,dung_lượng_ram,24GB
P000904,ổ_cứng,1TB
P000904,kích_thước_màn_hình,16.2 inches
P000904,công_nghệ_màn_hình,"Màn hình Liquid Retina XDR Tỷ lệ tương phản 1.000.000:1 Độ sáng XDR: 1.000 nit, tối đa 1.600 nit3 (chỉ nội dung HDR) Độ sáng SDR: lên đến 1.000 nit (ngoài trời) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone Công nghệ ProMotion"
P000904,hệ_điều_hành,macOS
P000904,độ_phân_giải_màn_hình,3456 x 2234 pixels
P000904,loại_cpu,Chip Apple M5 Pro CPU 18 lõi với 6 lõi siêu xử lý và 12 lõi hiệu năng
P000905,loại_ram,DDR4-3200
P000905,cổng_giao_tiếp,"1 x khe thẻ microSD 1 x RJ45 1 x USB-C (USB 3.2 Gen 2, DisplayPort, Power Delivery 3.0) 3 x USB 3.2 Gen 1 Type-A 1 x HDMI (4K@30Hz) 1 x Jack mic/tai nghe 3.5 mm"
P000905,pin,3-Cell (46.8 Whrs)
P000905,loại_card_đồ_họa,Intel Graphics
P000905,dung_lượng_ram,16GB
P000905,số_khe_ram,"2 khe (1 x 16GB, nâng cấp tối đa 64GB)"
P000905,ổ_cứng,512GB
P000905,kích_thước_màn_hình,15.6 inches
P000905,công_nghệ_màn_hình,Màn hình chống chói Độ phủ màu 45% NTSC
P000905,hệ_điều_hành,Windows 11 Home Single Language 64-bit
P000905,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000905,loại_cpu,"Intel Core 5 120U (10 lõi (2 P-cores + 8 E-cores), 12 luồng, 5.0 GHz)"
P000906,loại_ram,DDR5 4400MHz
P000906,cổng_giao_tiếp,1 x USB 2.0 Type-A 1 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 1 Type-C 1 x HDMI 1 x Jack tai nghe/mic 3.5 mm
P000906,pin,4 Cell Int (54Wh)
P000906,loại_card_đồ_họa,Intel UHD Graphics
P000906,dung_lượng_ram,16GB
P000906,số_khe_ram,"2 khe (1 x 16GB, tối đa 32GB)"
P000906,ổ_cứng,1TB SSD PCIe (M.2 2230) - combo M.2 2230/2280 - nâng tối đa 1TB
P000906,kích_thước_màn_hình,15.6 inches
P000906,công_nghệ_màn_hình,Màn hình chống chói
P000906,hệ_điều_hành,Windows 11 Home Single Language 64-bit + Office Home 2024
P000906,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000906,loại_cpu,Intel Core i7-1355U (10 lõi) - Max Turbo Frequency: 5.00 GHz
P000907,loại_ram,"DDR4 3200 MHz, hỗ trợ tối đa 32GB"
P000907,pin,45W Lithium polyme
P000907,loại_card_đồ_họa,AMD Radeon Graphics
P000907,dung_lượng_ram,8GB
P000907,số_khe_ram,1 khe trống
P000907,ổ_cứng,SSD 512 GB M2. PCIe
P000907,kích_thước_màn_hình,14 inches
P000907,công_nghệ_màn_hình,"IPS LCD LED Backlit, True Tone 60 Hz, 250 nits, 45% NTSC"
P000907,hệ_điều_hành,Windows 10 Home
P000907,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000907,loại_cpu,AMD Ryzen 7 4700U 2.00 GHz (tối đa 4.10 GHz) / 8 nhân / 8 luồng / 8 MB
P000908,loại_ram,DDR5-5200 SO-DIMM
P000908,cổng_giao_tiếp,"1x RJ45 (LAN) 2x USB-C USB4 (40Gbps, hỗ trợ DisplayPort, G-SYNC; 1 cổng có sạc) 2x USB-A 3.2 Gen 2 (10Gbps) 1x HDMI 2.1 FRL 1x jack tai nghe/micro 3.5mm Micro tích hợp (array)"
P000908,pin,"90WHrs, 4S1P, 4-cell Li-ion Sạc từ 0-50% trong 30 phút"
P000908,loại_card_đồ_họa,NVIDIA GeForce RTX 5050 8GB GDDR7 AMD Radeon Graphics
P000908,dung_lượng_ram,16GB
P000908,số_khe_ram,2 khe (Nâng cấp tối đa 64GB)
P000908,ổ_cứng,"512GB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ cả SATA hoặc NVMe, tối đa 2TB)"
P000908,kích_thước_màn_hình,16 inches
P000908,công_nghệ_màn_hình,Thời gian phản hồi 3ms (G2G) Góc nhìn 170° Độ sáng 500 nits Tỷ lệ tương phản 1700:1 Độ phủ màu 100% DCI-P3 Màn hình chống chói G-SYNC ROG Nebula Display Dolby Vision HDR Tản nhiệt: ROG Intelligent Cooling
P000908,hệ_điều_hành,Windows 11 Home
P000908,độ_phân_giải_màn_hình,2560 x 1600 (WQXGA)
P000908,loại_cpu,"AMD Ryzen 9 8940HX 2.4GHz (80MB Cache, up to 5.3GHz, 16 lõi, 32 luồng)"
P000909,loại_ram,DDR5 5200 MHz
P000909,chip_ai,194 TOPS
P000909,cổng_giao_tiếp,"1 x USB-C (10Gbps, Thunderbolt 4, DisplayPort, sạc 5V/3A, DC-in 65W) 3 x USB-A (USB 3.2 Gen 1, 1 cổng hỗ trợ sạc khi tắt máy) 1 x HDMI 2.1 1 x Jack tai nghe 3.5 mm (hỗ trợ headset mic) 1 x RJ-45 1 x DC-in"
P000909,pin,57 Wh 4-cell Li-ion batter 135W 5.5PHY Adapter
P000909,loại_card_đồ_họa,"NVIDIA GeForce RTX 4050 6 GB GDDR6 VRAM, hỗ trợ 2560 NVIDIA CUDA Cores"
P000909,dung_lượng_ram,16GB
P000909,số_khe_ram,"2 khe (1 x 16GB, nâng cấp tối đa 96GB)"
P000909,ổ_cứng,512GB PCIe NVMe SSD (Nâng cấp tối đa 4TB)
P000909,kích_thước_màn_hình,15.6 inches
P000909,công_nghệ_màn_hình,Độ sáng 300 nits Màn hình Acer ComfyView LED-backlit TFT LCD 3 ms (Overdrive) Độ phủ màu 100% sRGB Góc nhìn rộng
P000909,hệ_điều_hành,Windows 11 Home Single Language
P000909,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000909,loại_cpu,"Intel Core 5 210H (8 lõi / 12 luồng, Efficient-core Max Turbo Frequency: 3.6 GHz, Max Turbo Frequency: 4.8 GHz, Bộ nhớ đệm Intel Smart Cache: 12 MB)"
P000910,loại_ram,LPDDR5x-8533 Onboard
P000910,chip_ai,"Intel AI Boost, up to 47 TOPS"
P000910,cổng_giao_tiếp,"1 x USB-A (USB 3.2 Gen 1, 5Gbps) 1 x USB-A (USB 3.2 Gen 1, 5Gbps, Always On) 2 x USB-C (Thunderbolt 4 / USB4, 40Gbps, PD 3.0, DisplayPort 2.1) 1 x HDMI 2.1 (tối đa 4K/60Hz) 1 x Jack tai nghe/mic 3.5 mm"
P000910,pin,"57Wh, 65W USB-C Slim GaN (3-pin)"
P000910,loại_card_đồ_họa,Intel Arc Graphics 140V
P000910,dung_lượng_ram,32GB
P000910,số_khe_ram,Không nâng cấp
P000910,ổ_cứng,"512GB SSD M.2 2280 PCIe 5.0x4 Performance NVMe Opal 2.0 (Một ổ đĩa, SSD M.2 2280 dung lượng lên đến 2TB)"
P000910,kích_thước_màn_hình,14 inches
P000910,công_nghệ_màn_hình,Độ sáng 500 nits (chống chói / chống phản xạ / chống bám vân tay) Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500 Dolby Vision
P000910,hệ_điều_hành,"Windows 11 Pro, English (US) / English (UK)"
P000910,độ_phân_giải_màn_hình,2880 x 1800 pixels
P000910,loại_cpu,"Intel Core Ultra 7 258V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.8GHz, 12MB Intel Smart Cache"
P000911,loại_ram,DDR4-3200 MT/s
P000911,cổng_giao_tiếp,"1x USB Type-C có tốc độ truyền tín hiệu 5 Gbps (chỉ hỗ trợ truyền dữ liệu, không hỗ trợ sạc hay màn hình ngoài) 2x USB Type-A có tốc độ truyền tín hiệu 5 Gbps 1x chấu thông minh AC 1x HDMI 1.4b 1x cổng kết hợp tai nghe/micrô"
P000911,pin,"3-cell, 41 Wh Li-ion polymer Bộ đổi nguồn AC thông minh 45 W"
P000911,loại_card_đồ_họa,Intel Iris Xe Graphics
P000911,dung_lượng_ram,16GB
P000911,số_khe_ram,2 x 8 GB
P000911,ổ_cứng,512 GB PCIe NVMeTM M.2 SSD
P000911,kích_thước_màn_hình,15.6 inches
P000911,công_nghệ_màn_hình,Độ phủ màu 45% NTSCĐộ sáng 250 nitsMàn hình chống chóiHỗ trợ sạc pin nhanh: khoảng 50% trong 45 phút
P000911,hệ_điều_hành,Windows 11 Home Single Language
P000911,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000911,loại_cpu,"Intel Core i7-1355U (lên đến 5,0 GHz với Công nghệ Intel Turbo Boost, bộ nhớ đệm L3 12 MB, 10 lõi, 12 luồng)"
P000912,loại_ram,LPDDR5x-8533
P000912,chip_ai,Intel AI Boost 47 TOP
P000912,cổng_giao_tiếp,"2 x Thunderbolt 4 (Power Delivery, DisplayPort) 1 x USB-A (USB 3.2 Gen 2) 1 x HDMI 1 x RJ45 (LAN) 1 x Jack tai nghe/micro 3,5mm 1 x Khe SSD PCIe M.2 2280"
P000912,pin,4 Cell Int (90Wh)
P000912,loại_card_đồ_họa,Intel Arc 140V GPU (16GB)
P000912,dung_lượng_ram,32GB
P000912,số_khe_ram,Không nâng cấp
P000912,ổ_cứng,1TB SSD1 PCIe (M.2 2280) - nâng cấp tối đa 8TB
P000912,kích_thước_màn_hình,14 inches
P000912,công_nghệ_màn_hình,Độ phủ màu 100% DCI-P3 (typical) Độ sáng 400 nits Low Blue Light & Flicker-free chứng nhận bởi SGS
P000912,hệ_điều_hành,Windows 11 Home Single Language 64-bit
P000912,độ_phân_giải_màn_hình,2880 x 1800 pixels
P000912,loại_cpu,Intel Core Ultra 7 258V (8 lõi) - Max Turbo Frequency: 4. 80 GHz
P000913,loại_ram,DDR4 3200 MHz
P000913,cổng_giao_tiếp,1 x DC-in jack1 x HDMI1x Jack 3.5 mm1 x LAN1 x Type C3 x USB 3.0
P000913,pin,"Lithium polymer, 6 Cell, 240W"
P000913,loại_card_đồ_họa,NVIDIA GeForce RTX 3070 8GBAMD Radeon Graphics
P000913,dung_lượng_ram,16GB
P000913,số_khe_ram,"2 khe 8GB, hỗ trợ RAM tối đa 32GB"
P000913,ổ_cứng,SSD 1TB
P000913,kích_thước_màn_hình,15.6 inches
P000913,công_nghệ_màn_hình,"15.6 inch, 1920 x 1080 Pixels, WVA, 165 Hz, 300 nits, Wide-Viewing Angle (WVA)"
P000913,hệ_điều_hành,Windows 10 Home
P000913,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000913,loại_cpu,AMD Ryzen 9 5900HX
P000914,loại_ram,DDR4 3200MHz
P000914,cổng_giao_tiếp,"2 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 2 Type-C (Power Delivery, DisplayPort) 1 x HDMI 1 x RJ45 (LAN) 1 x Jack tai nghe/mic 3.5 mmSD-Card"
P000914,pin,3 Cell Int (41.04Wh)
P000914,loại_card_đồ_họa,Intel UHD Graphics
P000914,dung_lượng_ram,8GB
P000914,số_khe_ram,2 khe (1 x 8GB)
P000914,ổ_cứng,512GB SSD PCIe (M.2 2280)
P000914,kích_thước_màn_hình,15.6 inches
P000914,công_nghệ_màn_hình,Màn hình chống chóiViền mỏng
P000914,hệ_điều_hành,Windows 11 Home Single Language 64-bit
P000914,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000914,loại_cpu,Intel Core i3-1315U (6 lõi) - Max Turbo Frequency: 4.50 GHz
P000915,loại_ram,DDR4
P000915,cổng_giao_tiếp,1x Đầu nối nguồn 1x HDMI 1.4 2x USB 3.2 Gen 1 1x Khe cắm thẻ SD 1x USB 2.0 1x Cổng tai nghe
P000915,pin,"3-cell, 41 Wh lithium-polymer"
P000915,loại_card_đồ_họa,Intel UHD Graphics
P000915,dung_lượng_ram,8GB
P000915,số_khe_ram,2 khe (tối đa 16GB)
P000915,ổ_cứng,512GB PCIE (1 Slot HDD Tối đa 1TB)
P000915,kích_thước_màn_hình,15.6 inches
P000915,công_nghệ_màn_hình,Độ sáng 250 nits Độ phủ màu NTSC 45%Màn hình chống chói
P000915,hệ_điều_hành,Windows 11 Home
P000915,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000915,loại_cpu,"Intel Core i5-1235U (10 lõi / 12 luồng, 1.30 GHz to 4.40 GHz, 12 MB)"
P000916,loại_ram,Onboard LPDDR5 5500 MHz
P000916,cổng_giao_tiếp,"1x USB-C (USB 3.2 Gen 2, 10Gbps, DisplayPort 1.4, DC-in 65W) 1x USB-A 2.0 1x USB-A 3.2 Gen 1 1x khe thẻ microSD 1x HDMI 1.4 (HDCP) 1x jack tai nghe/loa 3.5mm (hỗ trợ headset có micro)"
P000916,pin,53Wh 3-cell Li-ion battery pack 51.3W AC Adapter
P000916,loại_card_đồ_họa,AMD Radeon Graphics
P000916,dung_lượng_ram,16GB
P000916,số_khe_ram,Không nâng cấp
P000916,ổ_cứng,512GB PCIe NVMe SSD (Nâng cấp tối đa 2TB)
P000916,kích_thước_màn_hình,15.6 inches
P000916,công_nghệ_màn_hình,Độ sáng 250nitsĐộ phủ màu 45% NTSCMàn hình Acer ComfyView LED-backlit TFT LCD Tỷ lệ 16:9 Góc nhìn rộng
P000916,hệ_điều_hành,Windows 11 Home Single Language
P000916,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000916,loại_cpu,"AMD Ryzen 5 40, 4 lõi / 8 luồng, Base Clock: 2.8 GHz, Max. Boost Clock: Up to 4.3 GHz, Cache 4 MB"
P000917,loại_ram,LPDDR5x-6400
P000917,cổng_giao_tiếp,"1x USB-A (USB 3.2 Gen 1) 1x USB-A (USB 3.2 Gen 1), Luôn bật 2x USB-C (10Gbps / USB 3.2 Gen 2), với USB PD 3.0 và DisplayPort 1.4 1x HDMI 2.1, lên đến 4K/60Hz 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ microSD"
P000917,pin,70Wh (65W USB-C Slim (Gắn tường))
P000917,loại_card_đồ_họa,AMD Radeon 680M Graphics
P000917,dung_lượng_ram,32GB
P000917,số_khe_ram,Onboard (Không nâng cấp)
P000917,ổ_cứng,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa 2x M.2 SSD, nâng cấp lên đến 1TB)"
P000917,kích_thước_màn_hình,15.1 inches
P000917,công_nghệ_màn_hình,DisplayHDR True Black 600Độ phủ màu 100% DCI-P3Độ sáng 500nits
P000917,hệ_điều_hành,"Windows 11 Home Single Language, English"
P000917,độ_phân_giải_màn_hình,2560 x 1600 (WQXGA)
P000917,loại_cpu,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 3.2 / 4.75GHz, 4MB L2 / 16MB L3)"
P000918,loại_ram,DDR5-5600
P000918,cổng_giao_tiếp,2x Thunderbolt 5 (DisplayPort/ Power Delivery 3.1) 2x Type-A USB3.2 Gen2 1x Đầu đọc thẻ SD Express 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45 1x SD Express
P000918,pin,4-Cell 90 Whrs (Whr)
P000918,loại_card_đồ_họa,"NVIDIA GeForce RTX 5070 Ti Laptop GPU, GDDR7 12GB Intel Graphics"
P000918,dung_lượng_ram,16GB
P000918,số_khe_ram,"2 khe (2x 8GB, nâng cấp tối đa 96GB)"
P000918,ổ_cứng,"512GB*1 (1x M.2 SSD slot (NVMe PCIe Gen4), 1x M.2 SSD slot (NVMe PCIe Gen5) Compatible)"
P000918,kích_thước_màn_hình,16 inches
P000918,công_nghệ_màn_hình,Màn hình chống chóiG to G 3ms Độ phủ màu 100% DCI-P3 Độ sáng 500 nits
P000918,hệ_điều_hành,Windows 11 Home
P000918,độ_phân_giải_màn_hình,2560 x 1600 pixels (2.5K)
P000918,loại_cpu,"Intel Core Ultra 7 255HX với Intel AI Boost (NPU), 20 lõi (8 P-cores + 12 E-cores), 20 luồng, 36MB cache, Max Turbo Frequency 5.2 GHz"
P000919,loại_ram,DDR5-5600 SO-DIMM
P000919,cổng_giao_tiếp,1x Cổng LAN RJ45 1x Thunderbolt 4 hỗ trợ DisplayPort / G-SYNC (40Gbps) 1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort / cung cấp điện (10Gbps) 3x USB 3.2 Gen 2 Type-A (10Gbps) 1x HDMI 2.1 FRL 1x Giắc cắm âm thanh kết hợp 3.5mm
P000919,pin,"90WHrs, 4S1P, 4-cell Li-ion"
P000919,loại_card_đồ_họa,NVIDIA GeForce RTX 5050 8GB GDDR7 115W (100W+15W)Intel UHD Graphics
P000919,dung_lượng_ram,16GB
P000919,số_khe_ram,"2 khe (1 x 16GB, nâng cấp tối đa 32GB)"
P000919,ổ_cứng,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)"
P000919,kích_thước_màn_hình,16 inches
P000919,công_nghệ_màn_hình,"Độ sáng 300 nits Độ phủ màu NTSC 72.00%, SRGB 100.00%, Adobe 75.35% Màn hình chống chói G-Sync"
P000919,hệ_điều_hành,Windows 11 Home
P000919,độ_phân_giải_màn_hình,1920 x 1200 pixels (WUXGA)
P000919,loại_cpu,"Intel Core i7 14650HX 2.2 GHz (30MB Cache, up to 5.2 GHz, 16 lõi, 24 luồng)"
P000920,loại_ram,DDR5 SO-DIMM
P000920,chip_ai,Intel NPU up to 18TOPS
P000920,cổng_giao_tiếp,1 x USB 2.0 Type-A (480Mbps) 1 x USB 3.2 Gen 1 Type-C (5Gbps) 2 x USB 3.2 Gen 1 Type-A (5Gbps) 1 x HDMI 1.4 1 x Jack tai nghe/mic 3.5 mm 1 x Cổng nguồn DC-in
P000920,pin,"42WHrs, 3S1P, 3-cell Li-ion"
P000920,loại_card_đồ_họa,Intel Graphics
P000920,dung_lượng_ram,8GB
P000920,ổ_cứng,512GB M.2 NVMe PCIe 4.0 SSD
P000920,kích_thước_màn_hình,15.6 inches
P000920,công_nghệ_màn_hình,Độ sáng 250 nits Độ phủ màu 45% NTSC Màn hình chống chói Chứng nhận TÜV Rheinland
P000920,hệ_điều_hành,Windows 11 Home
P000920,độ_phân_giải_màn_hình,1920 x 1080 pixels (FullHD)
P000920,loại_cpu,Intel Core 7-350
P000921,loại_ram,DDR5 SO-DIMM Onboard
P000921,cổng_giao_tiếp,2x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps) 2x USB 3.2 Gen 1 Type-C hỗ trợ hiển thị/cung cấp điện (tốc độ dữ liệu lên đến 5Gbps) 1x HDMI 1.4 1x Giắc cắm âm thanh kết hợp 3.5mm
P000921,pin,"70WHrs, 4S1P, 4-cell Li-ion"
P000921,loại_card_đồ_họa,Intel UHD Graphics
P000921,dung_lượng_ram,16GB
P000921,ổ_cứng,512GB M.2 NVMe PCIe 4.0 SSD
P000921,kích_thước_màn_hình,14 inches
P000921,công_nghệ_màn_hình,Độ sáng 300nitsĐộ phủ màu 45% NTSCMàn hình chống chóiTÜV Rheinland-certified
P000921,hệ_điều_hành,Windows 11 Home
